,0,1
19568,Little Red Wagon,55
19569,Ain't Worth The Whiskey,43
19570,Fight Song,71
19571,Lean On,72
19572,Commas,73
19573,Little Toy Guns,74
19574,Wild Child,73
19575,Believe,31
19576,Nothing Without Love,77
19577,American Oxygen,78
19578,Get Low,61
19579,Diamond Rings And Old Barstools,80
19580,The Matrimony,81
19581,Love Me Like You Mean It,82
19582,Nasty,83
19583,Make It Rain,84
19584,Be Real,85
19585,She Don't Love You,77
19586,Love You Like That,87
19587,Like A Wrecking Ball,86
19588,10 Bands,58
19589,Baby Be My Love Song,90
19590,Wet Dreamz,73
19591,El Perdon (Forgiveness),66
19592,Renegades,93
19593,Legend,52
19594,Cheerleader,95
19595,Flex (Ooh Ooh Ooh),96
19596,Ride Out,70
19597,Trouble,67
19598,I Don't Get Tired (#IDGT),99
19599,Iris,100
19600,See You Again,1
19601,Trap Queen,2
19602,Uptown Funk!,1
19603,Earned It (Fifty Shades Of Grey),3
19604,Shut Up And Dance,5
19605,Sugar,2
19606,Love Me Like You Do,3
19607,Want To Want Me,8
19608,Nasty Freestyle,9
19609,Thinking Out Loud,2
19610,G.D.F.R.,8
19611,Somebody,10
19612,Post To Be,13
19613,Hey Mama,14
19614,Style,6
19615,Talking Body,16
19616,"Honey, I'm Good.",17
19617,Dear Future Husband,18
19618,One Last Time,13
19619,Chains,13
19620,Worth It,21
19621,B**** Better Have My Money,17
19622,Lay Me Down,8
19623,Girl Crush,18
19624,Blank Space,1
19625,You Know You Like It,26
19626,Take Your Time,20
19627,Blessings,28
19628,Time Of Our Lives,9
19629,Where Are U Now,30
19630,Slow Motion,31
19631,Truffle Butter,14
19632,Throw Sum Mo,30
19633,Shake It Off,1
19634,Take Me To Church,2
19635,FourFiveSeconds,4
19636,Budapest,37
19637,Watch Me,38
19638,Ayo,21
19639,Homegrown,35
19640,I'm Not The Only One,5
19641,Lips Are Movin,4
19642,All About That Bass,1
19643,Sangria,44
19644,Sippin' On Fire,44
19645,I Want You To Know,17
19646,Elastic Heart,17
19647,Don't It,48
19648,Centuries,10
19649,Fight Song,50
19650,Heartbeat Song,21
19651,A Guy Walks Into A Bar,52
19652,Geronimo,53
19653,Say You Do,52
19654,Smoke,55
19655,Raise 'Em Up,56
19656,Bright,57
19657,All Day,15
19658,Lean On,59
19659,Nobody Love,60
19660,I Bet,43
19661,Know Yourself,53
19662,Cheerleader,63
19663,Commas,64
19664,Nasty,65
19665,Flex (Ooh Ooh Ooh),66
19666,Energy,26
19667,Be Real,68
19668,Renegades,69
19669,Little Toy Guns,70
19670,Simple Man,71
19671,King Kunta,58
19672,Wild Child,73
19673,The Matrimony,74
19674,I Really Like You,39
19675,Diamond Rings And Old Barstools,76
19676,Love You Like That,77
19677,Like A Wrecking Ball,78
19678,Believe,31
19679,Love Me Like You Mean It,80
19680,Baby Be My Love Song,81
19681,Infinity,82
19682,She Don't Love You,77
19683,Get Low,61
19684,El Perdon (Forgiveness),66
19685,Ain't Worth The Whiskey,43
19686,Stressed Out,87
19687,Wet Dreamz,73
19688,Nothing Without Love,77
19689,I Don't Get Tired (#IDGT),90
19690,American Oxygen,78
19691,10 Bands,58
19692,Uma Thurman,73
19693,Flicka Da Wrist,94
19694,Legend,52
19695,Tonight Looks Good On You,53
19696,One Hell Of An Amen,97
19697,Crushin' It,98
19698,Games,94
19699,Feeling Myself,43
19700,See You Again,1
19701,Trap Queen,2
19702,Earned It (Fifty Shades Of Grey),3
19703,Shut Up And Dance,4
19704,Uptown Funk!,1
19705,Want To Want Me,6
19706,Sugar,2
19707,Love Me Like You Do,3
19708,Nasty Freestyle,9
19709,Thinking Out Loud,2
19710,Hey Mama,11
19711,"Honey, I'm Good.",12
19712,Talking Body,13
19713,G.D.F.R.,8
19714,Post To Be,13
19715,Somebody,10
19716,Dear Future Husband,16
19717,You Know You Like It,18
19718,Worth It,19
19719,Style,6
19720,Chains,13
19721,Where Are U Now,22
19722,Girl Crush,18
19723,One Last Time,13
19724,B**** Better Have My Money,17
19725,Slow Motion,26
19726,Watch Me,27
19727,Fight Song,28
19728,Blank Space,1
19729,Pretty Girls,29
19730,Cheerleader,31
19731,Budapest,32
19732,Take Your Time,20
19733,Shake It Off,1
19734,Blessings,28
19735,Lean On,36
19736,Time Of Our Lives,9
19737,Lay Me Down,8
19738,Take Me To Church,2
19739,Sippin' On Fire,40
19740,Nasty,41
19741,Elastic Heart,17
19742,Sangria,43
19743,Throw Sum Mo,30
19744,Bright,45
19745,Truffle Butter,14
19746,Smoke,47
19747,Don't It,44
19748,All About That Bass,1
19749,I'm Not The Only One,5
19750,Ayo,21
19751,A Guy Walks Into A Bar,51
19752,Bad Blood,53
19753,Geronimo,53
19754,All Day,15
19755,FourFiveSeconds,4
19756,I'm Comin' Over,57
19757,Be Real,58
19758,Homegrown,35
19759,Commas,60
19760,Heartbeat Song,21
19761,Flex (Ooh Ooh Ooh),62
19762,Believe,31
19763,Little Toy Guns,64
19764,Raise 'Em Up,56
19765,The Night Is Still Young,66
19766,This Summer's Gonna Hurt...,67
19767,Wild Child,68
19768,Love Me Like You Mean It,69
19769,Love You Like That,70
19770,I Bet,43
19771,I Want You To Know,17
19772,The Matrimony,73
19773,How Many Times,74
19774,Know Yourself,53
19775,I Really Like You,39
19776,Fun,77
19777,Energy,26
19778,Like A Wrecking Ball,77
19779,Say You Do,52
19780,Classic Man,81
19781,Diamond Rings And Old Barstools,75
19782,King Kunta,58
19783,I Need Your Love,84
19784,Wet Dreamz,73
19785,El Perdon (Forgiveness),66
19786,Nothing Without Love,77
19787,Uma Thurman,73
19788,Baby Be My Love Song,79
19789,One Hell Of An Amen,85
19790,She Don't Love You,77
19791,Photograph,92
19792,Beautiful Life,93
19793,A Thousand Years,94
19794,Renegades,69
19795,Get Low,61
19796,Tonight Looks Good On You,53
19797,Games,92
19798,I Don't Get Tired (#IDGT),90
19799,Crushin' It,96
19800,Bad Blood,1
19801,See You Again,1
19802,Trap Queen,2
19803,Shut Up And Dance,4
19804,Earned It (Fifty Shades Of Grey),3
19805,Uptown Funk!,1
19806,Want To Want Me,6
19807,Hey Mama,8
19808,Sugar,2
19809,Nasty Freestyle,9
19810,Love Me Like You Do,3
19811,"Honey, I'm Good.",12
19812,Talking Body,13
19813,Dear Future Husband,14
19814,Post To Be,13
19815,Thinking Out Loud,2
19816,Worth It,17
19817,You Know You Like It,18
19818,Somebody,10
19819,Where Are U Now,20
19820,G.D.F.R.,8
19821,Girl Crush,18
19822,Style,6
19823,B**** Better Have My Money,17
19824,Watch Me,25
19825,Kick The Dust Up,26
19826,Cheerleader,27
19827,Chains,13
19828,Slow Motion,26
19829,Fight Song,28
19830,This Summer's Gonna Hurt...,31
19831,Blank Space,1
19832,Lean On,33
19833,Shake It Off,1
19834,Budapest,32
19835,Elastic Heart,17
19836,Please,37
19837,Pretty Girls,29
19838,Feeling Myself,39
19839,One Last Time,13
19840,Take Your Time,20
19841,Nasty,41
19842,Sangria,43
19843,Flex (Ooh Ooh Ooh),44
19844,Blessings,28
19845,Time Of Our Lives,9
19846,All About That Bass,1
19847,Take Me To Church,2
19848,Sippin' On Fire,40
19849,Bright,45
19850,The Night Is Still Young,51
19851,Don't It,44
19852,Smoke,47
19853,Fun,54
19854,Truffle Butter,14
19855,Lay Me Down,8
19856,Be Real,57
19857,Photograph,58
19858,Ayo,21
19859,All Day,15
19860,Commas,60
19861,Love Me Like You Mean It,62
19862,Old Man,63
19863,Wild Child,64
19864,Little Toy Guns,64
19865,FourFiveSeconds,4
19866,Homegrown,35
19867,Flashlight,68
19868,I Want You To Know,17
19869,Uma Thurman,70
19870,Heartbeat Song,21
19871,Love You Like That,70
19872,I Need Your Love,73
19873,Classic Man,74
19874,Like A Wrecking Ball,75
19875,Wet Dreamz,73
19876,One Hell Of An Amen,77
19877,The Matrimony,73
19878,Know Yourself,53
19879,I Really Like You,39
19880,Baby Be My Love Song,79
19881,Energy,26
19882,Believe,31
19883,Raise 'Em Up,56
19884,Diamond Rings And Old Barstools,75
19885,I Bet,43
19886,El Perdon (Forgiveness),66
19887,Beautiful Now,88
19888,How Many Times,74
19889,King Kunta,58
19890,Crash And Burn,91
19891,Change My Mind,92
19892,She Don't Love You,77
19893,Tonight Looks Good On You,53
19894,Get Low,61
19895,Crushin' It,96
19896,Stressed Out,87
19897,Renegades,69
19898,Games,92
19899,I Don't Get Tired (#IDGT),90
19900,See You Again,1
19901,Bad Blood,1
19902,Trap Queen,2
19903,Shut Up And Dance,4
19904,Want To Want Me,5
19905,Uptown Funk!,1
19906,Earned It (Fifty Shades Of Grey),3
19907,Hey Mama,8
19908,"Honey, I'm Good.",9
19909,Sugar,2
19910,Cheerleader,11
19911,Talking Body,12
19912,Nasty Freestyle,9
19913,You Know You Like It,14
19914,Watch Me,15
19915,Post To Be,13
19916,Love Me Like You Do,3
19917,Worth It,17
19918,Where Are U Now,17
19919,Thinking Out Loud,2
19920,The Hills,20
19921,Lean On,22
19922,This Summer's Gonna Hurt...,23
19923,B**** Better Have My Money,17
19924,Fight Song,25
19925,Dear Future Husband,14
19926,Slow Motion,26
19927,Somebody,10
19928,Girl Crush,18
19929,Flex (Ooh Ooh Ooh),30
19930,Style,6
19931,G.D.F.R.,8
19932,Elastic Heart,17
19933,Budapest,32
19934,Take Your Time,20
19935,The Night Is Still Young,36
19936,Blank Space,1
19937,Shake It Off,1
19938,Sangria,39
19939,Bright,40
19940,Kick The Dust Up,26
19941,Photograph,42
19942,Chains,13
19943,Sippin' On Fire,40
19944,Be Real,45
19945,Blessings,28
19946,Phenomenal,47
19947,Time Of Our Lives,9
19948,Don't It,44
19949,Fun,50
19950,One Last Time,13
19951,Pretty Girls,29
19952,Love Me Like You Mean It,53
19953,Uma Thurman,54
19954,Little Toy Guns,55
19955,Wild Child,56
19956,Commas,55
19957,"Ulay, Oh",58
19958,Smoke,47
19959,I Really Like You,39
19960,Love You Like That,61
19961,Classic Man,62
19962,Baby Be My Love Song,63
19963,Like A Wrecking Ball,64
19964,Truffle Butter,14
19965,Tonight Looks Good On You,53
19966,Crash And Burn,67
19967,Diamond Rings And Old Barstools,68
19968,Wet Dreamz,69
19969,One Hell Of An Amen,69
19970,I Need Your Love,66
19971,Lay Me Down,8
19972,The Matrimony,71
19973,Flashlight,61
19974,Loving You Easy,75
19975,FourFiveSeconds,4
19976,How Many Times,74
19977,Stitches,78
19978,Crushin' It,79
19979,Know Yourself,53
19980,Buy Me A Boat,81
19981,Nasty,41
19982,El Perdon (Forgiveness),66
19983,L$D,62
19984,House Party,85
19985,Energy,26
19986,Kiss You In The Morning,87
19987,Planez,88
19988,Believe,31
19989,Young & Crazy,90
19990,All Day,15
19991,Everyday,92
19992,I Want You To Know,17
19993,Renegades,69
19994,I Don't Get Tired (#IDGT),90
19995,Hood Go Crazy,96
19996,Electric Body,80
19997,You Changed Me,93
19998,Hell Of A Night,99
19999,Get Low,61
20000,See You Again,1
20001,Bad Blood,1
20002,Trap Queen,2
20003,Shut Up And Dance,4
20004,Want To Want Me,5
20005,Uptown Funk!,1
20006,Cheerleader,7
20007,Earned It (Fifty Shades Of Grey),3
20008,Hey Mama,8
20009,"Honey, I'm Good.",9
20010,Watch Me,11
20011,Sugar,2
20012,You Know You Like It,13
20013,Talking Body,12
20014,Worth It,15
20015,Where Are U Now,16
20016,Post To Be,13
20017,Nasty Freestyle,9
20018,Fight Song,19
20019,Lean On,20
20020,Thinking Out Loud,2
20021,Love Me Like You Do,3
20022,The Hills,20
20023,Can't Feel My Face,24
20024,This Summer's Gonna Hurt...,23
20025,B**** Better Have My Money,17
20026,Flex (Ooh Ooh Ooh),27
20027,Girl Crush,18
20028,Slow Motion,26
20029,Dear Future Husband,14
20030,Somebody,10
20031,Elastic Heart,17
20032,Take Your Time,20
20033,Style,6
20034,The Night Is Still Young,35
20035,Budapest,32
20036,Kick The Dust Up,26
20037,G.D.F.R.,8
20038,Shake It Off,1
20039,Sangria,39
20040,Photograph,41
20041,Blank Space,1
20042,Bright,40
20043,Be Real,44
20044,Love Me Like You Mean It,45
20045,Blessings,28
20046,Fun,47
20047,Little Toy Guns,48
20048,Sippin' On Fire,40
20049,Time Of Our Lives,9
20050,Uma Thurman,51
20051,One Last Time,13
20052,Like A Wrecking Ball,53
20053,Chains,13
20054,Commas,55
20055,Tonight Looks Good On You,53
20056,Wild Child,56
20057,Love You Like That,58
20058,I Really Like You,39
20059,Classic Man,60
20060,Crash And Burn,61
20061,Baby Be My Love Song,62
20062,Smoke,47
20063,Diamond Rings And Old Barstools,64
20064,House Party,65
20065,Don't It,44
20066,Buy Me A Boat,67
20067,Wet Dreamz,68
20068,One Hell Of An Amen,69
20069,Pretty Girls,29
20070,Loving You Easy,71
20071,The Matrimony,71
20072,I Need Your Love,66
20073,How Many Times,74
20074,Lay Me Down,8
20075,Flashlight,61
20076,Crushin' It,77
20077,Planez,78
20078,Stitches,78
20079,Know Yourself,53
20080,Kiss You In The Morning,81
20081,3500,82
20082,Energy,26
20083,El Perdon (Forgiveness),66
20084,Young & Crazy,85
20085,"John Cougar, John Deere, John 3:16",86
20086,Renegades,69
20087,Nasty,41
20088,Hell Of A Night,89
20089,Hood Go Crazy,90
20090,Believe,31
20091,Back It Up,92
20092,All Day,15
20093,This Could Be Us,94
20094,I Want You To Know,17
20095,I Don't Get Tired (#IDGT),90
20096,Lose My Mind,97
20097,L$D,62
20098,Everyday,92
20099,Tear In My Heart,82
20100,See You Again,1
20101,Bad Blood,1
20102,Trap Queen,2
20103,Cheerleader,4
20104,Shut Up And Dance,4
20105,Uptown Funk!,1
20106,Want To Want Me,5
20107,Hey Mama,8
20108,"Honey, I'm Good.",9
20109,Earned It (Fifty Shades Of Grey),3
20110,Watch Me,11
20111,Can't Feel My Face,12
20112,Fight Song,13
20113,Worth It,14
20114,Where Are U Now,15
20115,Talking Body,12
20116,Lean On,17
20117,You Know You Like It,13
20118,Sugar,2
20119,Thinking Out Loud,2
20120,Post To Be,13
20121,The Hills,20
20122,Nasty Freestyle,9
20123,Love Me Like You Do,3
20124,This Summer's Gonna Hurt...,23
20125,Flex (Ooh Ooh Ooh),26
20126,Girl Crush,18
20127,B**** Better Have My Money,17
20128,Slow Motion,26
20129,Elastic Heart,17
20130,The Night Is Still Young,31
20131,Take Your Time,20
20132,Budapest,32
20133,Photograph,34
20134,Dear Future Husband,14
20135,Kick The Dust Up,26
20136,Somebody,10
20137,Style,6
20138,Sangria,39
20139,Shake It Off,1
20140,G.D.F.R.,8
20141,Blank Space,1
20142,Be Real,43
20143,Fun,44
20144,Bright,40
20145,Love Me Like You Mean It,45
20146,Little Toy Guns,47
20147,Blessings,28
20148,Uma Thurman,49
20149,Classic Man,50
20150,Tonight Looks Good On You,51
20151,House Party,52
20152,Like A Wrecking Ball,53
20153,Love You Like That,54
20154,Commas,55
20155,Diamond Rings And Old Barstools,56
20156,Crash And Burn,57
20157,Baby Be My Love Song,58
20158,One Last Time,13
20159,Sippin' On Fire,40
20160,Wet Dreamz,61
20161,Buy Me A Boat,62
20162,Loving You Easy,63
20163,One Hell Of An Amen,64
20164,I Really Like You,39
20165,Don't It,44
20166,Wild Child,56
20167,How Many Times,68
20168,Stitches,69
20169,The Matrimony,70
20170,Planez,71
20171,Crushin' It,72
20172,Ghost Town,73
20173,Renegades,69
20174,Smoke,47
20175,Kiss You In The Morning,76
20176,Lay Me Down,8
20177,I Need Your Love,66
20178,Energy,26
20179,Young & Crazy,80
20180,Pretty Girls,29
20181,Hell Of A Night,82
20182,El Perdon (Forgiveness),66
20183,B**** I'm Madonna,84
20184,"John Cougar, John Deere, John 3:16",85
20185,Know Yourself,53
20186,Marvin Gaye,87
20187,Flashlight,61
20188,Beautiful Now,88
20189,This Could Be Us,90
20190,Hood Go Crazy,90
20191,Lose My Mind,92
20192,Sparks,93
20193,Believe,31
20194,Coffee,78
20195,I Don't Get Tired (#IDGT),90
20196,Tear In My Heart,82
20197,Flicka Da Wrist,94
20198,Nasty,41
20199,Good Thing,100
20200,See You Again,1
20201,Cheerleader,2
20202,Watch Me,3
20203,Bad Blood,1
20204,Trap Queen,2
20205,Can't Feel My Face,6
20206,Shut Up And Dance,4
20207,Where Are U Now,8
20208,Hey Mama,8
20209,Fight Song,10
20210,"Honey, I'm Good.",9
20211,Uptown Funk!,1
20212,Want To Want Me,5
20213,Worth It,14
20214,B**** Better Have My Money,15
20215,Earned It (Fifty Shades Of Grey),3
20216,Good For You,9
20217,Lean On,13
20218,The Hills,19
20219,Post To Be,13
20220,Sugar,2
20221,Talking Body,12
20222,You Know You Like It,13
20223,Thinking Out Loud,2
20224,Photograph,25
20225,Classic Man,26
20226,This Summer's Gonna Hurt...,23
20227,Love Me Like You Do,3
20228,Flex (Ooh Ooh Ooh),26
20229,Nasty Freestyle,9
20230,Girl Crush,18
20231,All Eyes On You,32
20232,Elastic Heart,17
20233,679,34
20234,Slow Motion,26
20235,Cool For The Summer,36
20236,Take Your Time,20
20237,Kick The Dust Up,26
20238,Sangria,38
20239,Fun,40
20240,The Night Is Still Young,31
20241,Uma Thurman,42
20242,Be Real,43
20243,Somebody,10
20244,House Party,45
20245,Shake It Off,1
20246,G.D.F.R.,8
20247,Style,6
20248,Budapest,32
20249,Blank Space,1
20250,Love You Like That,51
20251,Tonight Looks Good On You,51
20252,Crash And Burn,53
20253,Like A Wrecking Ball,53
20254,Love Me Like You Mean It,45
20255,Baby Be My Love Song,56
20256,R.I.C.O.,57
20257,Buy Me A Boat,58
20258,Bright,40
20259,One Hell Of An Amen,60
20260,Loving You Easy,61
20261,Stitches,56
20262,"I Don't Like It, I Love It",63
20263,Commas,55
20264,Little Toy Guns,47
20265,Kiss You In The Morning,66
20266,Planez,66
20267,Wet Dreamz,61
20268,Renegades,65
20269,Crushin' It,69
20270,The Matrimony,70
20271,Marvin Gaye,72
20272,"John Cougar, John Deere, John 3:16",73
20273,Diamond Rings And Old Barstools,55
20274,Hell Of A Night,75
20275,Young & Crazy,76
20276,Sippin' On Fire,40
20277,This Could Be Us,78
20278,Yoga,79
20279,How Many Times,68
20280,Lose My Mind,81
20281,Alright,82
20282,Don't It,44
20283,Play No Games,84
20284,Ghost Town,73
20285,Do It Again,86
20286,El Perdon (Forgiveness),66
20287,Real Life,88
20288,Coffee,78
20289,I Really Like You,39
20290,Good Thing,90
20291,Smoke,47
20292,Hood Go Crazy,90
20293,Know Yourself,53
20294,Flashlight,61
20295,Bad For You,96
20296,Beautiful Now,88
20297,My Way,98
20298,Tear In My Heart,82
20299,Brother,100
20300,Cheerleader,1
20301,See You Again,1
20302,Can't Feel My Face,3
20303,Bad Blood,1
20304,Watch Me,3
20305,Trap Queen,2
20306,Shut Up And Dance,4
20307,Fight Song,8
20308,Where Are U Now,8
20309,Hey Mama,8
20310,"Honey, I'm Good.",9
20311,The Hills,12
20312,Uptown Funk!,1
20313,Worth It,14
20314,Good For You,9
20315,Want To Want Me,5
20316,Lean On,13
20317,Earned It (Fifty Shades Of Grey),3
20318,679,19
20319,Sugar,2
20320,Post To Be,13
20321,B**** Better Have My Money,15
20322,Talking Body,12
20323,Photograph,24
20324,You Know You Like It,13
20325,Thinking Out Loud,2
20326,Girl Crush,18
20327,Cool For The Summer,28
20328,All Eyes On You,29
20329,Classic Man,26
20330,Flex (Ooh Ooh Ooh),26
20331,This Summer's Gonna Hurt...,23
20332,Love Me Like You Do,3
20333,Kick The Dust Up,26
20334,Elastic Heart,17
20335,Nasty Freestyle,9
20336,Take Your Time,20
20337,Slow Motion,26
20338,Uma Thurman,39
20339,Sangria,38
20340,House Party,41
20341,Fun,40
20342,R.I.C.O.,43
20343,The Night Is Still Young,31
20344,Be Real,43
20345,Love You Like That,46
20346,G.D.F.R.,8
20347,Style,6
20348,Somebody,10
20349,Shake It Off,1
20350,Crash And Burn,51
20351,Like A Wrecking Ball,52
20352,Tonight Looks Good On You,51
20353,Buy Me A Boat,54
20354,Stitches,55
20355,"I Don't Like It, I Love It",56
20356,One Hell Of An Amen,57
20357,Loving You Easy,58
20358,Renegades,59
20359,Bright,40
20360,Marvin Gaye,61
20361,Love Me Like You Mean It,45
20362,Baby Be My Love Song,56
20363,Planez,64
20364,"John Cougar, John Deere, John 3:16",65
20365,Kiss You In The Morning,66
20366,Commas,55
20367,Crushin' It,68
20368,Wet Dreamz,61
20369,This Could Be Us,70
20370,The Matrimony,70
20371,Hell Of A Night,72
20372,Little Toy Guns,47
20373,Lose My Mind,74
20374,Love Is Your Name,75
20375,Young & Crazy,76
20376,Do It Again,77
20377,Bad For You,78
20378,Real Life,79
20379,Ghost Town,73
20380,How Many Times,68
20381,Yoga,79
20382,Diamond Rings And Old Barstools,55
20383,Good Thing,84
20384,Sippin' On Fire,40
20385,Alright,82
20386,Don't It,44
20387,Lord Knows,88
20388,El Perdon (Forgiveness),66
20389,Beautiful Now,88
20390,Jump Out The Face,91
20391,I Really Like You,39
20392,Hood Go Crazy,90
20393,Smoke,47
20394,Like I'm Gonna Lose You,95
20395,Ex's & Oh's,96
20396,Tear In My Heart,82
20397,Brother,98
20398,Break Up With Him,99
20399,I'm Comin' Over,57
20400,Cheerleader,1
20401,Can't Feel My Face,2
20402,Watch Me,3
20403,Bad Blood,1
20404,See You Again,1
20405,Trap Queen,2
20406,My Way,7
20407,Fight Song,8
20408,Shut Up And Dance,4
20409,Lean On,9
20410,The Hills,10
20411,Worth It,12
20412,Where Are U Now,8
20413,"Honey, I'm Good.",9
20414,Hey Mama,8
20415,Good For You,9
20416,Uptown Funk!,1
20417,679,18
20418,Want To Want Me,5
20419,Photograph,20
20420,Post To Be,13
20421,She's Kinda Hot,22
20422,Sugar,2
20423,Cool For The Summer,24
20424,Classic Man,25
20425,Earned It (Fifty Shades Of Grey),3
20426,Thinking Out Loud,2
20427,B**** Better Have My Money,15
20428,Flex (Ooh Ooh Ooh),26
20429,All Eyes On You,28
20430,Uma Thurman,31
20431,Kick The Dust Up,26
20432,Love Me Like You Do,3
20433,Talking Body,12
20434,You Know You Like It,13
20435,Girl Crush,18
20436,Nasty Freestyle,9
20437,Take Your Time,20
